FNUS84 KMRX 232028
FWMMRX

FCST,403602,221027,13,1,63,54,1,1,20,02,M,63,44,100,54,0,0,N
FCST,403602,221028,13,1,66,50,1,1,140,02,M,66,44,100,50,0,0,N
FCST,403602,221029,13,2,62,62,1,1,150,04,M,68,47,93,47,1,1,N
FCST,403602,221030,13,2,59,75,1,1,140,06,M,64,48,100,56,2,1,N
FCST,409502,221024,13,1,74,35,1,1,210,04,M,74,45,82,24,0,0,N
FCST,409502,221025,13,2,74,48,1,1,160,09,M,75,52,83,33,0,0,N
FCST,409502,221026,13,1,62,62,1,1,300,06,M,75,51,96,46,2,0,N
FCST,409502,221027,13,0,68,52,1,1,20,04,M,68,46,100,52,0,0,N
FCST,409502,221028,13,1,71,53,1,1,150,05,M,71,47,100,49,0,0,N
FCST,409502,221029,13,2,67,63,1,1,130,05,M,73,52,93,46,1,1,N
FCST,409502,221030,13,2,64,75,1,1,150,06,M,69,52,100,55,2,1,N
